Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL3859,Electronics,Mobiles & Accessories,Nokia,Nokia Lumia 720,<p>Nokia phones are well known for their high quality hardware configurations. Couple this with a top-notch operating system and you know you will always have a winner.</p>,"<ul>
<li>Live Tiles to get Instant Updates</li>
<li>HD Front-facing Camera with a Wide-angle Lens</li>
<li>HERE Maps with LiveSight</li>
<li>1 GHz Dual Core Qualcomm Snapdragon S4 Processor</li>
<li>4.29-inch Capacitive Touchscreen</li>
<li>Fast Connectivity with the 3G and Wi-fi Capability</li>
<li>Slim Unibody Design</li>
<li>Powered by Windows 8 OS</li>
</ul>
</div>",18232.5,INGL3859.jpg,INGL3858 INGL3856 INGL3860
INGL3860,Electronics,Mobiles & Accessories,Nokia,Nokia Lumia 620,"<p>The Windows-powered Lumia series of smartphones has helped Nokia foray back into the rat race for a good slice of market share. Nokia has added yet another feather to its cap with the<strong> Nokia Lumia 620</strong>, a smartphone with a pricetag that is well within your budget. With the <strong>1 GHz </strong><strong>Qualcomm Snapdragon S4</strong><strong> Processor </strong>and the attractive Windows Phone 8 OS, the Lumia 620 is a no-nonsense phone that gives you excellent performance.</p>","<ul>
<li>Cinemagraph</li>
<li>Smart Shoot</li>
<li>Microsoft Office</li>
<li>Dual-shot Shells</li>
<li>HERE City Lens</li>
<li>Nokia Music for Free</li>
</ul>
</div>",13719,INGL3860.jpg,INGL3858 INGL3859 INGL3856
INGL3861,Home & Kitchen,Home Appliances,Bosch,Bosch - Skil 25 Piece Mini Tool Office Set (Red and Black),<p>Give a neat touch to your office and household belongings and fix things with ease by bringing home Mini Tool Office Set from Bosch.</p>,"<ul>
<li>Precision Screwdrivers</li>
<li>5 Pieces Sockets</li>
<li>Screwdriver Holder with Extension Bar and 10 Bits</li>
<li>Tri-fold Case that keeps Everything in One Place</li>
</ul>
</div>",912.9,INGL3861.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3862,Home & Kitchen,Kitchen Appliances,Tupperware,Tupperware Coffee Mugs (Set of 4),<p>Serve coffee hot &  fresh in new Coffee Mugs from Tupperware. The ergonomic handle gives a comfortable grip.<br />The coffee mugs come with a cover,which can also be used as coaster to avoid cup marks or to keep cookies on cover while enjoying your drink.<br />Capacity: 350ml</p>,550.8,INGL3862.jpg,INGL3412 INGL3413 INGL3414 INGL3415 INGL3863
INGL3863,Home & Kitchen,Kitchen Appliances,Tupperware,Tupperware Spice IT,,"<ul>
<li>Bright &  colorful, the Spice It is suitable to store all your essential cooking spices, nuts, herbs &  whole spices.</li>
<li>Spice it comes with virtually airtight seal to reduce the oxidation of spice thus keep your spices fresh for longer.</li>
<li>It comprises seven separate removable cups.</li>
<li>It comes with a small utility spoon, which is ideal to measuring (1 tea spoon).</li>
<li>Separate, seven removable cups for storing herbs and spices. Easy to hold, pick &ndash;up and carry.</li>
<li>Airtight container which locks in freshness and helps in retaining the individual flavour and essence of the contents.</li>
<li>One-touch Seal<strong> </strong>for smooth and convenient closing/opening of seal.</li>
</ul>",550.8,INGL3863.jpg,INGL3412 INGL3413 INGL3414 INGL3415 INGL3864
INGL3864,Home & Kitchen,Kitchen Appliances,Tupperware,Tupperware Cool N Fresh Set (2 small + 2 medium),,"<ul>
<li>Material: Polycarbonate</li>
<li>Color: Blue &  Transparent</li>
<li>Cool N Fresh Small 500 ml - 12.83 cm(L) * 11.56 cm(W) * 5.6 cm(H)</li>
<li>Cool N Fresh Medium 800 ml - 12.83 cm(L) * 11.56 cm(W) * 8.95 cm(H)</li>
<li>Dishwasher Safe: Yes</li>
<li>Air Tight: Yes</li>
<li>Lid Included: Yes</li>
<li>Lid Material: Polypropylene</li>
<li>Quantity: 2 Small + 2 Medium with Lid</li>
</ul>",739.5,INGL3864.jpg,INGL3412 INGL3413 INGL3414 INGL3415 INGL3865
INGL3865,Home & Kitchen,Kitchen Appliances,Tupperware,Tupperware Fridge Smart Set (small + med + large),"<p>This wonderful product from Tupperware is absolutely convenient to store food, fruits and vegetables in your fridge. Unbreakable and durable, this set is easy to store and does not occupy much space in your fridge.</p>","<ul>
<li>Low-density Polyethylene &  Polypropylene</li>
<li>100% Airtight Lockage</li>
<li>Space Efficient</li>
<li>Multipurpose</li>
<li>Dishwasher Safe</li>
</ul>",1326,INGL3865.jpg,INGL3412 INGL3413 INGL3414 INGL3415 INGL3864
INGL3866,Travel,Accessories,Su Kam,Su-Kam Power Gaurd 6 Amp Voltage Stabilizer,,"<ul>
<li>Universal Plug-in</li>
<li>Portable Technology</li>
<li>Zero Voltage Switching (ZVS)</li>
<li>Zero Power Consumption (ZPC)</li>
<li>Voltage Cut-off Display (VCD)</li>
</ul>",734.4,INGL3866.jpg,INGL3218 INGL3893 INGL3894 INGL3905
INGL3867,Home & Kitchen,Kitchen Appliances,Tupperware,Tupperware Aquasafe Sqaure 1 Ltr Bottle Set Of 4,,"<ul>
  <li>Tumblers are finely textured for easy handling.
  </li>
  <li>Designed with a weighted base to prevent tipping.
  </li>
  <li>Easy to clean as the inside base is gently curved.
  </li>
  <li>Tumblers may include a virtually airtight and liquid-tight seal with or without a flip top spout—making the perfect for on the go.</li>
</ul>
<p>Lifetime Guarantee:<br />
</p>
<ul>
  <li>This Tupperware products is covered under Tupperware's Lifetime Guarantee.<br />
  </li>
  <li>Tupperware Products are guaranteed against chipping, cracking or breaking under normal, non-commercial use. If the same product (or any part of it) is not available, a comparable Tupperware product replacement will be made.</li>
</ul>",754.8,INGL3867.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3868,Electronics,"TV, Audio & Video",Ultimate Ears,Ultimate Ears 3600 Headset,,"<ul>
<li>Closed Headset</li>
<li>30 mm Headset Driver Units</li>
<li>Supra-aural</li>
<li>Wired</li>
<li>On-the-ear Headset</li>
<li>Over-the-head Design</li>
<li>Built-in Microphone</li>
<li>40 Hz - 11000 Hz Headset Frequency Response</li>
<li>80 ohm Headset Impedance</li>
</ul>",2835.6,INGL3868.jpg,INGL3182 INGL3183 INGL3181
INGL3869,Electronics,"TV, Audio & Video",Epitome,Epitome Sleeker Speaker,<p>MP3 players are getting sleeker by the day. So it's only natural that you should have a speaker that matches up to it. In fact here's a speaker that's a notch higher with its inbuilt FM radio. Premium cylindrical steel with a subtle yet elegant finish,,2550,INGL3869.jpg,INGL3182 INGL3183 INGL3181
INGL3870,Home & Kitchen,Home Appliances,Bosch,Bosch Skil High Pressure Washer,"<p>Cleaning those inaccessible corners of your house like window frames and built-in shelves, your car, bike, terrace walls and so on can be very tedious and time consuming. High-pressure washing is a quick yet highly effective method of ridding all those hard to access areas of accumulated dirt and grime.</p>","<ul>
<li>Increased Mobility</li>
<li>1400 W Power</li>
<li>5 m Cable Length</li>
<li>Aluminium Pump</li>
<li>Easy Storage Rail</li>
</ul>",5635.5,INGL3870.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3871,Home & Kitchen,Home Appliances,Bosch,Bosch - Skil 9 Piece Household Tool Kit Office Set (Red and Black),<p>A compact and handy all-inclusive tool kit which is a must-have at every household and office premises.</p>,"<ul>
<li>3 m Tape Measure</li>
<li>Screwdrivers</li>
<li>9 mm Snap-off Knife</li>
<li>Test Pencil and Tape Roll</li>
<li>6 inch Long Nose Pliers</li>
<li>8 inch Adjustable Wrench</li>
<li>8 Oz Hammer</li>
</ul>",1504.5,INGL3871.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3872,Home & Kitchen,Home Appliances,Bosch,Bosch - Skil 45 Piece Stubby Office Set (Red and Black),<p>A compact and handy all-inclusive tool kit which is a must-have at every household and office premises.</p>,"<ul>
<li>Sockets and Screwdriver Bits</li>
<li>Adaptors</li>
<li>Ideal for Home and Office</li>
<li>Comfort Grip Handles</li>
</ul>",2177.7,INGL3872.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3873,Home & Kitchen,Home Appliances,Bosch,Bosch 10 pc T handle with bit storage,,"<ul>
<li>10 Tools</li>
<li>Forward Reverse and Lock Position</li>
<li>Designed for Increase Torque and Comfort for All Office and Household Applications</li>
<li>T Handle Set</li>
<li>Forward Reverse and Lock Position</li>
</ul>",591.6,INGL3873.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3874,Travel,Bags & Backpacks,Wildcraft,Wildcraft Travel BumBag,,"<ul>
<li>10 L Capacity</li>
<li>Polyester Material</li>
<li>Zipper, Buckle Closure</li>
<li>1 Compartment</li>
<li>4 Pockets</li>
</ul>",1402.5,INGL3874.jpg,INGL3843 INGL3875 INGL3876 INGL3877
INGL3875,Travel,Bags & Backpacks,Wildcraft,Wildcraft Apollo Everyday Outdoors Laptop Backpack,,"<ul>
<li>Spacious double compartment, with padded sleeve casing for laptop.</li>
<li>Slash mesh pocket for quick access.</li>
<li>Padded Haul loop with front compartment for accessories.</li>
</ul>",1591.2,INGL3875.jpg,INGL3874 INGL3843 INGL3876 INGL3877
INGL3876,Travel,Bags & Backpacks,Wildcraft,Wildcraft Cruiser Everyday Outdoors Laptop Backpack,,"<ul>
<li>Spacious double compartment with a large pocket for storage.</li>
<li>External slash pocket with a detailed Organizer.</li>
<li>Compression straps on sides for compactness &  heavy usage.</li>
<li>Side Pockets for charger / sipper</li>
</ul>",1876.8,INGL3876.jpg,INGL3874 INGL3875 INGL3843 INGL3877
INGL3877,Travel,Bags & Backpacks,Wildcraft,Wildcraft Pulse Everyday Outdoors Laptop Backpack,,"<ul>
<li>Spacious Double compartment with a large pocket for storage</li>
<li>External pocket with a detailed Organizer</li>
<li>Mesh Pocket for sipper / charger</li>
<li>Padded Shoulder Straps &  a Padded Sleeve for Laptop</li>
<li>Haul loop for handling ease</li>
<li>Concealed provision for audio port</li>
<li>Additional back padding for comfort</li>
</ul>",2152.2,INGL3877.jpg,INGL3874 INGL3875 INGL3876 INGL3843
INGL3878,Travel,Bags & Backpacks,Wildcraft,Wildcraft LPTP Everyday Outdoors Backpack,,"<ul>
<li>Double compartment stylized backpack</li>
<li>Padded casing for laptop, equipped with organizer</li>
<li>Zippers with polyester puller</li>
<li>Padded Shoulder Straps with a unique Haul Provision</li>
<li>Additional back padding for comfort &  air flow</li>
<li>Side pockets for charger</li>
</ul>",2101.2,INGL3878.jpg,INGL3879 INGL3880 INGL3881 INGL3882
INGL3879,Travel,Bags & Backpacks,Wildcraft,Wildcraft Portfolio Everyday Outdoors Backpack,,"<ul>
<li>17"" laptop compatible Multi-Utility Portfolio bag</li>
<li>Multi compartment executive bag with a sleek organizer.</li>
<li>Front large pocket with a slash pocket assembly for easy access.</li>
<li>Padded hand and shoulder strap for comfort.</li>
</ul>",1968.6,INGL3879.jpg,INGL3878 INGL3880 INGL3881 INGL3882
INGL3880,Travel,Bags & Backpacks,Wildcraft,Wildcraft Spring Youth Everyday Outdoors Backpack,,"<ul>
<li>Spacious large single compartment, hidden slash pocket.</li>
<li>Curved padded Shoulder Straps</li>
<li>Available in stylized prints.</li>
<li>Haul loop for handling ease.</li>
</ul>",744.6,INGL3880.jpg,INGL3879 INGL3878 INGL3881 INGL3882
INGL3881,Travel,Bags & Backpacks,Wildcraft,Widlcraft Sling Zero,,"<ul>
<li>Sling bag with single compartment with four walled padding</li>
<li>Organizer sleeve</li>
</ul>",1030.2,INGL3881.jpg,INGL3879 INGL3880 INGL3878 INGL3882
INGL3882,Travel,Bags & Backpacks,Wildcraft,Wildcraft Adventure Cauvery,,"<ul>
<li>New design with curved padded shoulder straps and waist straps</li>
<li>Top loading 60 liter backpack with snow skirt, a daisy chain, ice axe loop and haul loop; Prescribed for Outdoor Trips</li>
<li>Detachable hood with slash pocket for storage.</li>
<li>Aluminum stays for back support.</li>
<li>Compression straps on sides for compactness</li>
</ul>",5722.2,INGL3882.jpg,INGL3879 INGL3880 INGL3881 INGL3878
INGL3883,Travel,Bags & Backpacks,Wildcraft,Wildcraft Adventure Alpinist,,"<ul>
<li>Top loading 55 liter backpack with snow-skirt, a daisy chain, ice axe loop and haul loop; Prescribed for Outdoor Trips.</li>
<li>Aesthetic design with curved padded shoulder straps and waist straps.</li>
<li>Non-Detachable hood with slash-pockets for storage. Aluminum stays for back support.</li>
<li>Compression straps on sides for compactness</li>
</ul>",5059.2,INGL3883.jpg,INGL3884 INGL3885 INGL3886 INGL3898
INGL3884,Travel,Bags & Backpacks,Wildcraft,Wildcraft Adventure Trailblaizer,,"<ul>
<li>Top loading 45 liter backpack with a snow-skirt, prescribed for outdoor trips.</li>
<li>Best Seller design with Curved and padded Shoulder Straps.</li>
<li>Non-detachable hood for Long storage with slash pocket.</li>
<li>Features a wrap around design that is effective at transferring weight to your torso.</li>
<li>Compressions straps on the sides for compactness</li>
</ul>",3748.5,INGL3884.jpg,INGL3883 INGL3885 INGL3886 INGL3898
INGL3885,Travel,Bags & Backpacks,Wildcraft,Wildcraft Adventure Techpack,,"<ul>
<li>Multi Utility 35liter backpack.</li>
<li>Ergonomic Front loading Design, recommended for city / outdoor use, day-use / short stays with a Removable Waist Belt.</li>
<li>Spacious Single compartment &  External side slash pocket. Compression straps for compactness.</li>
<li>Aluminum stays for back support</li>
</ul>",2718.3,INGL3885.jpg,INGL3884 INGL3883 INGL3886 INGL3898
INGL3886,Travel,Bags & Backpacks,Wildcraft,Wildcraft Adventure Pack Y,,"<ul>
<li>Contoured single compartment daypack with a large front pocket.</li>
<li>Ergonomic design, with curved padded shoulder straps, compression straps on sides for compactness.</li>
</ul>",1871.7,INGL3886.jpg,INGL3884 INGL3885 INGL3883 INGL3898
INGL3887,Gifting Ideas,,Parker,Parker Celebration Axis Opal Gift Box,,,1145.46,INGL3887.jpg,INGL3888 INGL3889 INGL3890
INGL3888,Gifting Ideas,,Parker,Parker Celebration Sign-O-Time,,,372.3,INGL3888.jpg,INGL3887 INGL3889 INGL3890
INGL3889,Gifting Ideas,,Parker,Parker Celebration Verona Gift Box,"<p>Galaxy Touch Ball Pen</strong> -It writes both ways. Galaxy Touch Ball Pen. One side, a unique touch enabled cap-press to be used as a touch pen for iPad, iPhone, Tablet Pc's and smartphones. The other side a ball pen. A stainless steel finish with gold plated trim it is an accessory designed for the smart new generation.</p>
<p>Photo Frame</strong> - A silver finish metal photo frame in an elegant modern straight line design with a firm black velvet finish stand.</p>",,598.74,INGL3889.jpg,INGL3887 INGL3888 INGL3890
INGL3890,Electronics,Mobiles & Accessories,Nokia,Nokia Coloud Boom Headphones,"<p><strong>Vector Spl. Edition Roller Ball Pen</strong> - Parker Vector Special Edition Ball Pen. A Combination of Moulded ABS Barrel with an attractive design showcasing coins as a symbol of prosperity and fortune.</p>
<p><strong>Leather Wallet - </strong>A genuine leather wallet in a black colour and fine grain finish. A prized possession for every man.</p>",,2115.48,INGL3890.jpg,INGL3938 INGL3939 INGL3897
INGL3891,Gifting Ideas,,Chumbak,Chumbak Laptop Sleeve 15 inch,<p>Our new laptop sleeves come with double the fun. Firstly,there are two completely different,1014.9,INGL3891.jpg,INGL3211 INGL3212 INGL3213 INGL3209
INGL3892,Electronics,Accessories,Eveready,Eveready 2100 Series Charger,,"<ul>
<li>Capacity - 2100 mAh</li>
<li>AC Voltage 100 - 240 V</li>
<li>50/60 Hz, Charging 2 AA Batteries of 2100 mAh</li>
<li>2100AA with 2 Rechargeable Battery Charger</li>
</ul>",576.3,INGL3892.jpg,INGL3198 INGL3940 INGL3941
INGL3893,Travel,Accessories,Wildcraft,Wildcraft PC Bottle 1 Ltr,,"<ul>
<li>Food grade 1000ml wide mouth Polycarbonate Bottle</li>
<li>Wide mouth for ease of cleaning / access</li>
<li>Hoop for ease of handling</li>
</ul>",331.5,INGL3893.jpg,INGL3219 INGL3218 INGL3894 INGL3905
INGL3894,Travel,Accessories,Wildcraft,Wildcraft Holster,,"<ul>
<li>Convenient Double compartments &  Pockets for accessories</li>
<li>Adjustable Waist Strap for waist &  shoulder sling utility Mesh</li>
<li>Pocket Bar tacked on specialized machines for increased durability</li>
</ul>",661.98,INGL3894.jpg,INGL3219 INGL3893 INGL3218 INGL3905
INGL3895,Gifting Ideas,,Chumbak,Chumbak Passport Holder,<p>No more boring passport covers ! This fits our Indian Passport like a glove :) We listened to you and improved on our earlier design :) They now have a clear inside cover so that you don't have to take out the passport each time. The new passport cover also has space for your boarding pass :) Made of PU with Polyester Lining Inside.</p>,,652.8,INGL3895.jpg,INGL3211 INGL3212 INGL3213 INGL3209
INGL3896,Electronics,Mobiles & Accessories,Blaupunkt,Blaupunkt Car Kit BT Drivefree 411,,"<ul>
<li>DSP Technology</li>
<li>Echo Cancelling and Noise Suppression</li>
<li>2.4 GHz Spectrum Frequency</li>
<li>Multi-pairing Support</li>
<li>Bluetooth Hands-free System</li>
</ul>",2361.3,INGL3896.jpg,INGL3938 INGL3939 INGL3897 INGL3954
INGL3897,Electronics,Mobiles & Accessories,Blaupunkt,Blaupunkt Kids On-the-ear Headphone,,"<ul>
<li>Wired</li>
<li>Circumaural</li>
<li>Open Headphone</li>
<li>40 mm Headphone Driver Units</li>
<li>Over-the-head Design</li>
<li>On-the-ear Headphones</li>
<li>32 ohm Headphone Impedance</li>
<li>3.5 mm Headphone Jack</li>
<li>20 Hz - 20000 Hz Headphone Frequency Response</li>
</ul>",1606.5,INGL3897.jpg,INGL3938 INGL3939 INGL3950
INGL3898,Travel,Bags & Backpacks,Graphite,Graphite Ladies Leather Handbag ( White ),"<p>An elegant ladies leather hangbag. Many Ladies are fascinated for bags, and thus have different bag for different occasion. Graphite Ladies Leather handbag&nbsp;is one of the kinds that every woman must possess. Material used inside is of high quality, and thus have longer life.</p>",,2550,INGL3898.jpg,INGL3884 INGL3885 INGL3886 INGL3883
INGL3899,Travel,Bags & Backpacks,Graphite,Graphite Ladies Leather Handbag (Burgandy ),"<p>An elegant ladies leather hangbag. Many Ladies are fascinated for bags, and thus have different bag for different occasion. Graphite Ladies Leather handbag is one of the kinds that every woman must possess. Material used inside is of high quality, and thus have longer life.</p>",,2295,INGL3899.jpg,INGL3884 INGL3885 INGL3886 INGL3883
INGL3900,Travel,Luggage,Graphite,Graphite Leather Stroller,"<p>The 18'' trolly have an inbuild laptop provision,have two compartments,front panel has a organizer pocket.</p>",,7138.98,INGL3900.jpg,INGL3028 INGL3029 INGL3108 INGL3025
INGL3901,Travel,Bags & Backpacks,Graphite,Graphite Leather Duffle,"<p>The elegant mid size travel bag comes with detachable shoulder staps exterior interior has 2 zipper pockets. Going away for the weekend or even just to the gym? This beautiful all Italian leather duffle bag can find a use for any lifestyle. Whether it's a long weekend away or an overnight stay this is the ideal companion. With its compact, roomy body and sturdy yet lightweight structure it also makes perfect hand luggage. Entirely hand crafted in sumptuous calfskin leather with flawless stitching and detailing, it will turn heads wherever you go. Contrasting trims add pure sophistication to this bag's unquestionable quality and durability and metal feet on its bottom ensure wear-and-tear is minimal.</p>",,4078.98,INGL3901.jpg,INGL3884 INGL3885 INGL3886 INGL3883
INGL3902,Fashion,Accessories,Graphite,Graphite Men's Leather Belt,"<p>Belt comes first in mens accessories and its a part of good personality thats why we have brought for you this extremely special official belt with good quality buckle. Mens belt of Standard size 110cm ,42''.</p>",,916.98,INGL3902.jpg,INGL3903 INGL3904 INGL3932 INGL3933
INGL3903,Fashion,Accessories,Graphite,Graphite Business Card Holder (Brown),"<p>A smart compact storage solution for your business cards.&nbsp;Smart design as per latest trend. Easy to maintain and lightweight, keeps your cards safe and undamaged.</p>",,406.98,INGL3903.jpg,INGL3902 INGL3904 INGL3932 INGL3933
INGL3904,Fashion,Accessories,Graphite,Graphite Ladies Leather Wallet,"<p>Dressing for the office is about creating a balance between looking stylish and looking competent, organized and ready for business&hellip; something, you would be happy with if you have this one. The leather wallet's accordion design has so much of space in it that it can easily keep all your cards and essentials.&nbsp;</p>",,610.98,INGL3904.jpg,INGL3903 INGL3902 INGL3932 INGL3933
INGL3905,Travel,Accessories,Graphite,Graphite Toiletry Bag,"<p>Travel toiletry bags are small containers where body hygiene products are kept. These products are suitable for one or more nights of stay away from home. The size of toiletry bags determines the amount of liquid content they can hold. This means everything had to be transferred to small containers prior to placing them inside the body hygiene kit. Carry your tooth brushes, shaving kit and tooth paste while traveling. Easy to carry. Perfect for a holiday.</p>",,464.1,INGL3905.jpg,INGL3219 INGL3893 INGL3894 INGL3218
INGL3906,Travel,Bags & Backpacks,Graphite,Graphite Striped Duffle Bag,<p>Duffle Bag is a perfect fit as travel companion for efficient travelers. It comes with full-size u shaped zippered bag opening for easy loading. The sturdy handles holds the weight without hassles.</p>,,1987.98,INGL3906.jpg,INGL3884 INGL3885 INGL3886 INGL3883
INGL3907,Home & Kitchen,Kitchen Appliances,Corelle,Corelle Essential Series 21 Pcs Dinner Set,"<p>Florets dinner set by Corelle. This charming dinner set is sure to impress your guests. It is lightweight, stackable, chip resistant, break resistant, microwave safe and dishwasher safe. Made of Vitrelle, i.e. a three layered laminated and tempered glass, this high quality dinner set is absolutely durable. With stunning looks and wonderful features, this dinner set is the right choice for that perfect dining experience. Beautiful. Stylish. Long lasting.</p>","<ul>
<li>High Quality</li>
<li>Durable</li>
<li>Chip Resistant</li>
<li>Break Resistant</li>
<li>Microwave &  Dishwasher Safe</li>
<li>Lightweight</li>
<li>Stackable</li>
<li>Fade - Resistant Patterns</li>
</ul>",5253,INGL3907.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3908,Home & Kitchen,Kitchen Appliances,Corelle,Corelle Country Cottage 14 Pcs Dinner Set,"<p>Green coloured dinner set from Corelle. Made from opal, this 14-piece dinner set comprises 6 dinner plates, 6 katoris and 2 curry bowls. Any item shown in the image, apart from the product/package content is for display purpose only.</p>
<p>A must-have in your exclusive crockery collection, this green coloured dinner set from the house of Corelle is a true stunner. Made of opal, this 14-piece dinner set is easy to wash and highly durable. It can be an ideal gifting option as well. Composition : 6 Dinner Plates, 6 Katori, 2 Curry Bowl.</p>",,3466.98,INGL3908.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3909,Fashion,Watches,Watches,Epsrit Palomar Silver Blue,"<p>Palomar Silver Blue: stainless steel casing and bracelet, blue face, date display, stopwatch. Stainless steel watch case with polished and satined surfaces, coloured inserts at the sides. </p>","<ul>
<li>Blue dial with Esprit logo</li>
<li>Second, minute and hour hands</li>
<li>24 hour display, second and minute hands for the stopwatch, date display</li>
<li>Precise, silent quartz movement</li>
<li>10 bar waterproof: wear for showering, bathing and swimming but not for diving and surfing.</li>
<li>Leather straps are not suitable for showering, bathing, swimming, surfing or diving</li>
</ul>",9792,INGL3909.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3910,Fashion,Watches,Watches,Esprit Chester Chrono Silver Black,"<p>The models of Esprit are always very sturdy. Similarly, the chester chrono silver watch.&nbsp;The beautiful model has a strong stainless steel band. This allows for a fine wearing comfort. The model is equipped with extra hard mineral crystal. The water resistance is 10 Atm. / 100 meters (or waterproof). These watches are suitable for most kinds of water sports such as swimming, sailing and snorkeling in shallow water.</p>",,9465.6,INGL3910.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3911,Fashion,Watches,Watches,Esprit Baker Brown,"<p>Baked in elegance: The Esprit Baker Brown is a watch that defies casual, crossing the border of fashion that brings out the masculinity in you. It is elegant, emblazoned with a brown leather strap and dial.</p>",,7012.5,INGL3911.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3912,Fashion,Watches,Watches,Esprit Fancy Deco Crystal Watch,"<p>The Esprit collection is always very diverse, from colorfull watches with cz stones as big and classic watches. In addition, the watches are always well priced and they have avery strong quality. Is Esprit your favorite brand? Then, the fancy deco crystal watch is probably what you are looking for. The strap of this model is made of stainless steel and the case has rectangular shape which is also made of stainless steel . The size of the case is 19 mm and has a wonderful silver colored color. Additionally, this model has 3 Atm. / 30 meters (also water resistant / water sealed).</p>",,8154.9,INGL3912.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3913,Fashion,Watches,Watches,Esprit Weaves Black,"<p>The Esprit collection is always very diverse, from colorfull watches with cz stones as big and classic watches. In addition, the watches are always well priced and they have avery strong quality. This cheerfull Esprit Weaves black is performed with an elegant brown color. The band of the model is made ​​of leather. The combination of leather and stainless steel makes this model give particularly nice look. The model is equipped with 3 ATM which means that it is splash-proof.</p>",,5196.9,INGL3913.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3914,Fashion,Watches,Watches,Esprit Fontana Crystal Black,"<p>The Esprit collection is always very diverse, from colorfull watches with cz stones as big and classic watches. In addition, the watches are always well priced and they have avery strong quality. Is Esprit your favorite brand? Then Esprit Fontana is probably what you are looking for.&nbsp;The strap of this model is made of stainless steel and the case has round shape which is also made of stainless steel . The size of the case is 26 mm and has a wonderful silver colored color. Additionally, this model has 3 Atm. / 30 meters (also water resistant / water sealed).</p>",,6832.98,INGL3914.jpg,INGL3105 INGL3106 INGL3107 INGL3104
INGL3915,Home & Kitchen,Kitchen Appliances,MOM Italy,MOM Italy Double Walled Glass Bottle,"<p>Double walled construction, made of hygienic borosilicate glass inside and protective plastic casing outside. BPA free bottle keeps beverages hot and your hands cool. Leak-proof design for active lifestyle.</p>",,601.8,INGL3915.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3916,Home & Kitchen,Kitchen Appliances,MOM Italy,MOM Itay Riva Foldable Water Bottle Set of 2,,"<ul>
<li>Capacity: 16 oz (480 ml)</li>
<li>Ultra-durable BPA-Free polymer</li>
<li>Stands when full - rolls, folds or flattens when empty</li>
<li>Carabiner attached for easy carry</li>
<li>Writable text area for personalization</li>
<li>Dishwasher safe (top rack)</li>
<li>Can contain hot water and other liquid</li>
<li>Easy to wash</li>
<li>Freeze it, use it as an ice pack, and drink it as it thaws.</li>
</ul>",229.5,INGL3916.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3917,Home & Kitchen,Home Appliances,One Touch,One Touch Wine Opener,,"<ul>
<li>Just one touch opens wine corks</li>
<li>Stops automatically when finished</li>
<li>No gripping, no twisting, no fuss, no pain</li>
<li>Dimensions - Approximately - 5 (W) X 1.6 (H) X 2.7 (D) Inches</li>
</ul>",1528.98,INGL3917.jpg,INGL3497 INGL3498 INGL3499 INGL3496
INGL3918,Home & Kitchen,Kitchen Appliances,One Touch,One Touch Salad Wash N Spinner,,"<ul>
<li>The only salad spinner includes a wash cycle</li>
<li>A salad spinner with a wash cycle</li>
<li>Patented tumbling technology washes salad and rinses any dirt and pesticides</li>
<li>Effortless, removes excess water</li>
<li>Herd basket accessories, ideal for washing delicate herbs and berries</li>
<li>Rice paddle, perfect for washing rice</li>
<li>Elegant, non-slip bowl serves fresh and clean salad</li>
</ul>",1244.4,INGL3918.jpg,INGL3412 INGL3413 INGL3414 INGL3415
INGL3919,Home & Kitchen,Kitchen Appliances,OXO,OXO Top Container - Small Rectangle,,"<ul>
<li>Airtight, watertight, leakproof seal</li>
<li>One motion to open and close</li>
<li>White lid frame clearly indicates when the Container is sealed</li>
<li>Clear lid makes it easy to view contents</li>
<li>3.8 cup Container is ideal for lunches and leftovers</li>
<li>Modular stacking for refrigerator and freezer organization Containers nest inside each other</li>
<li>One lid fits multiple bodies</li>
<li>Dishwasher safe</li>
<li>Microwave safe</li>
<li>Freezer safe</li>
<li>BPA Free</li>
</ul>",367.2,INGL3919.jpg,INGL3412 INGL3413 INGL3414 INGL3415
