Product Code,Category,Sub Category,Brand,Product,Description,Features,Final Price,Image,Related
INGL222,Fashion,Fragrances,Ralph Lauren,Ralph Lauren Romance Womens Perfume edp 100ml,"<p>A trace of spring, a dash of amour - Romance from the acclaimed fashion house of Ralph Lauren is evocative of the eternal sensation of being in love. Delicious, beguiling floral and woody accords are artfully infused into this luxury Eau de Parfum by celebrated perfumer Harry Fremont. Joyous and uplifting, Romance enshrouds you in its alluring, gentle mist.</p>
<p>Dreamy and sensual, Romance opens with a delicate top note of rose and trails into a floral, spicy heart of white violet, sweet water lily, lily, carnation and fresh ginger. An earthy base note of patchouli, oak moss and velvety white musk add a touch of warmth and mystery to the fragrance. Sparkling yet subtle, Romance is the fragrance of the free-spirited woman, who believes in herself and in all the timeless joys of love.</p>",,5335,INGL2599.jpg,INGL4069 INGL4070 INGL203 INGL3975 INGL3976 INGL3977
INGL4069,Fashion,Fragrances,Hugo,Hugo Man Mens Perfume 150ml,"<p>Hugo Boss Hugo For Men was created for young people in search of a unique style . Hugo Boss Hugo For Men is a unique aromatic aroma that blends traditional notes with fresher, modern aromas.Hugo Boss Hugo For Men begins with a fresh burst of green apple enhanced with mint and lavender accords and zest of grapefruit. This is over a fruity middle note of orange and berries, spiced with accents of cloves, sage and geranium leaves. The end note is a strong wood aroma with hints of pine needles, vetiver, patchouli, cedar and moss.</p>",,4182,INGL2600.jpg,INGL222 INGL4070 INGL203 INGL3975 INGL3976 INGL3977
INGL203,Fashion,Fragrances,Davidoff,"Davidoff Men’s Gift Set 125ml Perfume , 75ml Balm & Gel.","<p>Davidoff Cool Water, an aromatic fresh fragrance. Enjoy a cool wave that gives you strength and vitality. Experience the intense freshness of peppermint. Feel the strength of spicy coriander and essence of lavender. Exude sensuality from musk and amber. Davidoff Cool Water embraces the power of the ocean, the power of cool. Cool Water is fresh and sharp, simple and very masculine. Contains : Davidoff Cool Water Eau De Toilette Spray 125ml, Davidoff Cool Water Shower Gel, Davidoff Cool Water Aftershave Balm 75ml.</p>",,4896,INGL2601.jpg,INGL4069 INGL4070 INGL222 INGL3975 INGL3976 INGL3977
INGL4070,Fashion,Fragrances,Burberry,Burberry Sport EDT 75 ml Spray,"<p>He is a star, he gets a standing ovation from a stadium full of people who marvel at the effortless grace and power with which he wins the game for his team. He sparkles like a star in the crowd for he is one who pushes his boundaries far beyond its limits. The luxury aroma of Sport from the celebrated house of Burberry is a juicy composition with three genres of notes blending seamlessly to describe the sportsman's composite nature. This Eau de Toilette acknowledges the fluid dynamics of the game he plays, on field and off.</p>",,3131.4,INGL2602.jpg,INGL4069 INGL222 INGL203 INGL3975 INGL3976 INGL3977
INGL2603,Electronics,Tablets,Apple,Apple iPad mini with Wi-Fi + Cellular 64GB,,"<ul>
<li>A5 Chip</li>
<li>7.9 inch LED Backlit Display</li>
<li>5MP iSight Camera with 1080p HD Video Recording</li>
<li>FaceTime HD Camera</li>
<li>Upto 10 Hrs of Battery Life</li>
<li>iOS 6 and iCloud</li>
<li>Over 275000 Apps on the App Store</li>
</ul>",41820,INGL2603.jpg,INGL2604 INGL2605 INGL2607
INGL2604,Electronics,Tablets,Apple,Apple iPad Mini with Wi-Fi 16GB,,"<ul>
<li>Over 275000 Apps on the App Store</li>
<li>Upto 10 Hrs of Battery Life</li>
<li>A5 Chip</li>
<li>5MP iSight Camera with 1080p HD Video Recording</li>
<li>7.9 inch LED Backlit Display</li>
<li>FaceTime HD Camera</li>
<li>iOS 6 and iCloud</li>
</ul>",21369,INGL2604.jpg,INGL2603 INGL2605 INGL2607
INGL2605,Electronics,Tablets,Samsung,"Samsung Galaxy Tab 3 T211 Tablet 7"" 3G","<p>The Samsung Galaxy Tab 3 is the latest offering from Samsung for the tablet segment of the smartphone market. The device comes with - specifications and hardware which translates into faster performance while delivering a stable base of operations.</p>
<p>The single SIM GSM device is powered by a 1.2 GHz Dual Core processor which is more than capable of meeting its processing needs. The Dual Core set up allows for better device power management for the device as well. The system incorporates the latest in Android OS technology. The version present in the Samsung Galaxy Tab 3 is the Jelly Bean Version 4.1. It uses Samsung’s own TouchWiz User Interface. The interface has been designed to associate fluid movements and low memory load on the device. It has a RAM capacity of 1 GB which is more than sufficient for enabling Multitasking capabilities on the device.</p>","<ul>
<li>Android v4.1 (Jelly Bean) OS</li>
<li>3 MP Primary Camera</li>
<li>1.3 MP Secondary Camera</li>
<li>1.2 GHz Dual Core Processor</li>
<li>7-inch TFT Capacitive Touchscreen</li>
<li>Wi-Fi Enabled</li>
<li>Expandable Storage Capacity of 32 GB</li>
</ul>",17187,INGL2605.jpg,INGL2604 INGL2603 INGL2607
INGL2607,Electronics,Tablets,Samsung,"Samsung Galaxy Tab 3 T311 Tablet 8"" 3G","<p>The Samsung Galaxy Tab 3 is a powerful device that can be used by anyone even those who are technology averse. . The Single SIM GSM device comes with the latest Android v4.1 Jellybean OS that can help in speeding up all the processes that the tab is capable of doing. The updated OS is incorporated with Google’s project butter, like all Jelly Bean versions. The Galaxy Tab 3 by Samsung encompasses a 1.5 GHz Dual Core processor that is capable of letting it blaze through tasks with little or no effort. To supplement this, it also incorporates a Mali-400MP graphics chip that lets you play almost all the basic and semi intensive games on the Google Play Store. In terms of RAM capacity, the Galaxy Tab 3 is packed with 1.5 GB. This extended RAM, as compared to the usual 1 GB seen in this class, allows for far better multi tasking capabilities.</p>","<ul>
<li>8-inch TFT Capacitive Touchscreen</li>
<li>Wi-Fi Enabled</li>
<li>1.3 MP Secondary Camera</li>
<li>1.5 GHz Dual Core Processor</li>
<li>Expandable Storage Capacity of 64 GB</li>
<li>Android v4.2.2 (Jelly Bean) OS</li>
<li>5 MP Primary Camera</li>
</ul>",24886.98,INGL2607.jpg,INGL2604 INGL2605 INGL2603
INGL022,Gift Vouchers,,Dominos,Dominos Gift Voucher Rs.1000,"<p>Dominos Pizza India has remained focused on delivering great tasting Pizzas and sides, superior quality, exceptional customer service and value for money offerings. It has endeavored to establish a reputation for being a home delivery specialist capable of delivering pizzas within 30 minutes or else FREE to a community of loyal consumers from all its stores around the country. Its committed to bringing fun, happiness and convenience to lives of their consumers by delivering delicious pizzas to their doorstep and it efforts are aimed at fulfilling this commitment towards a large and ever-growing customer base.</p>",,979.2,INGL022.jpg,INGL3592 INGL3594 INGL3356 INGL3361 INGL3546 INGL3549
INGL3574,Gift Vouchers,,Dominos,Dominos Gift Voucher Rs.500,"<p>Dominos Pizza India has remained focused on delivering great tasting Pizzas and sides, superior quality, exceptional customer service and value for money offerings. It has endeavored to establish a reputation for being a home delivery specialist capable of delivering pizzas within 30 minutes or else FREE to a community of loyal consumers from all its stores around the country. Its committed to bringing fun, happiness and convenience to lives of their consumers by delivering delicious pizzas to their doorstep and it efforts are aimed at fulfilling this commitment towards a large and ever-growing customer base.</p>",,499.8,INGL3574.jpg,INGL3587 INGL3074 INGL3087 INGL3593 INGL3137
INGL3575,Gift Vouchers,,Dominos,Dominos Gift Voucher Rs.2000,"<p>Dominos Pizza India has remained focused on delivering great tasting Pizzas and sides, superior quality, exceptional customer service and value for money offerings. It has endeavored to establish a reputation for being a home delivery specialist capable of delivering pizzas within 30 minutes or else FREE to a community of loyal consumers from all its stores around the country. Its committed to bringing fun, happiness and convenience to lives of their consumers by delivering delicious pizzas to their doorstep and it efforts are aimed at fulfilling this commitment towards a large and ever-growing customer base.</p>",,1938,INGL3575.jpg,INGL3357 INGL3358 INGL3362 INGL3547
INGL3003,Health & Fitness,Personal Care,Philips,Philips Straightener HP8309/00,"<p>The Philips HP8309 Hair Straightener could be your ideal styling tool if you desire to have straight and shiny hair. This Philips hair straightener delivers performance that surpasses many conventional straighteners, as you can get polished and shiny straight hair without damaging it. With a quick heat up time of just 30 seconds, this hair iron ensures instant styling.</p>","<ul>
<li>30 sec Heat-up Time</li>
<li>360&deg; Swivel Cord</li>
<li>Light Indicator</li>
<li>Instant Heating</li>
<li>Ceramic Plates</li>
<li>Tangle-free 1.8 m Cord</li>
<li>Dual Voltage</li>
<li>PTC Heater</li>
</ul>",1275,INGL3003.jpg,INGL3004 INGL3153 INGL3189 INGL3190
INGL3004,Health & Fitness,Personal Care,Philips,Philips 1600 W Hair Dryer HP4940,"<p>Philips HP4940 hair dryer comes in a compact design so that you can carry it in your purse and take it wherever you go. To add to your style statement, the dryer has a cool travel pouch to protect it from damage while travelling. Also the dual voltage (110 - 240 V) of the dryer will let you stylise your hair anywhere across the planet.</p>","<ul>
<li>3 Speed Settings</li>
<li>3 Heat Settings</li>
<li>Foldable Handle</li>
<li>Uses Concentrator</li>
<li>Dual Voltage</li>
<li>Tangle-free 1.8 m Cord</li>
<li>Cool Setting</li>
</ul>",1203.6,INGL3004.jpg,INGL3003 INGL3153 INGL3189 INGL3190
INGL3005,Home & Kitchen,Home Appliances,Philips,Philips Indoor Table Grill HD4419/20,"<p>This Philips HD4419 powerful table grill has a high temperature grill plate to seal in the juicy flavour. It is fast-heating and has an extra thick plate that stays hot no matter what, while the ribbed and-smooth surface cooks up many delicious delights. The high temperature of the grill plate seals in all the juices and flavour of the food. That’s because the moment the food comes into contact with the surface of the grill, it begins to sizzle and brown, forming a tasty crust that keeps all the goodness and flavour inside, where it belongs. The versatile grill plate gives you the choice of cooking with either a ribbed or smooth grilling surface, so you can enjoy your food the way you like it. The smooth area is suitable for stir-frying and grilling small pieces of food. The ribbed surface creates that irresistible flame-grilled effect.</p>","<ul>
<li>Adjustable Thermostat</li>
<li>2300 W Power</li>
<li>Cool-touch Hand Grips</li>
<li>Non-stick Grilling Surface</li>
</ul>",5100,INGL3005.jpg,INGL3006 INGL3009 INGL3010 INGL3011 INGL3012
INGL3006,Home & Kitchen,Home Appliances,Philips,Philips HD9220/20 2.2 L Air Fryer,"<p>Cooking has become easy, especially when you want to keep a watch on the calories you are consuming with the Philips Air Fryer. This air fryer will make it easy for you to cook with the use of minimal oil. Cook your favourite dishes with second thoughts about the amount of oil you are going to consume.</p>","<ul>
<li>Dishwasher-safe Parts</li>
<li>Adjustable Temperature Control</li>
<li>Integrated Air Filter</li>
<li>Rapid Air Technology</li>
<li>Timer</li>
</ul>",12229.8,INGL3006.jpg,INGL3005 INGL3009 INGL3010 INGL3011 INGL3012
INGL3007,Home & Kitchen,Kitchen Appliances,Philips,Philips HR1396/55 Hand Blender,,"<ul>
<li>400 W Power</li>
<li>ABS Body</li>
<li>Chopper</li>
<li>Push Button</li>
<li>Stainless Steel Knives</li>
</ul>",2179.74,INGL3007.jpg,INGL3008 INGL3109 INGL3110 INGL3111 INGL3115 INGL3227 INGL3232 INGL3230
INGL3009,Home & Kitchen,Home Appliances,Philips,Philips Robot vacuum cleaner FC9910/01,"<p>Philips Home Run FC 9910 is the new product the company has launched games appliances in the world is a beautiful robot vacuum cleaner that automatically loads the house to be cleaned very effectively. Home Run FC 9910 has a series of infrared sensors and cameras that allow you to do the job, so that we can overcome the obstacles can get in the way, also has software that one of the sensors using a map of the space to operate more efficiently. We need to clarify who owns a cleaning system 3 phases to ensure the successful evacuation of dirt and dust, and the ability to clean almost any surface, including carpets.</p>",,16728,INGL3009.jpg,INGL3006 INGL3005 INGL3010 INGL3011 INGL3012
INGL3010,Home & Kitchen,Home Appliances,Black & Decker,Black & Decker VH780 Vacuum Cleaner,"<p>After a hard day work, doing household chores can be stressful. With no domestic help you have to do everything on your own. This Black &  Decker VH780 Vacuum Cleaner always helps you make your home spotless with its multiple functionalities and blower.</p>","<ul>
<li>780 W Motor Power</li>
<li>6 m Cord</li>
<li>750 W Suction Power</li>
<li>370 ml Bowl Capacity</li>
<li>Built-in Clog Indicator</li>
</ul>",3976.98,INGL3010.jpg,INGL3006 INGL3009 INGL3005 INGL3011 INGL3012
INGL3011,Home & Kitchen,Home Appliances,Black & Decker,Black & Decker Cordless Dust Buster NV3603,"<p>Your little son has yet again brought sand into the drawing room. You don’t want to use the huge vacuum cleaner to clean up, instead you get the Black &  Decker NV3603 Vacuum Cleaner out of the closet. This cordless vacuum cleaner is portable and very handy.</p>","<ul>
<li>7.5 mins Run Time</li>
<li>3.6 V Power</li>
<li>Ergonomic Design</li>
<li>286 ml Bowl Capacity</li>
</ul>",2034.9,INGL3011.jpg,INGL3006 INGL3009 INGL3010 INGL3005 INGL3012
INGL3012,Home & Kitchen,Home Appliances,Black & Decker,Black & Decker Washer  PW1370TD,,"<ul>
<li>5 m Hose Length</li>
<li>Wheel Support</li>
<li>360 L/hr Water Flow Rate</li>
<li>1300 W Power</li>
<li>100 bar Maximum Pressure</li>
</ul>",9550.26,INGL3012.jpg,INGL3006 INGL3009 INGL3010 INGL3011 INGL3005
INGL3013,Home & Kitchen,Home Appliances,Black & Decker,Black & Decker Hammer Drill Kit -KRP12,,,4539,INGL3013.jpg,INGL3006 INGL3009 INGL3010 INGL3011 INGL3005
INGL3014,Home & Kitchen,Home Appliances,Gigaset,Gigaset A490 Cordless Landline Phone,,"<ul>
<li>Cordless Phone</li>
<li>Alphanumerical Illuminated Keypad</li>
<li>80 Phonebook Entries</li>
<li>25 Call Logs</li>
<li>Adjustable Handset Volume</li>
</ul>",2014.5,INGL3014.jpg,INGL3015 INGL3016 INGL3017 INGL3018
INGL3015,Home & Kitchen,Home Appliances,Gigaset,Gigaset A490 Duo Cordless Landline Phone,,"<ul>
<li>Cordless Phone</li>
<li>Alphanumerical Illuminated Keypad</li>
<li>Redial Memory</li>
</ul>",4131,INGL3015.jpg,INGL3014 INGL3016 INGL3017 INGL3018
INGL3016,Home & Kitchen,Home Appliances,Gigaset,Gigaset A590 Corded & Cordless Combo Landline Phone,,"<ul>
<li>Corded and Cordless Phone</li>
<li>Alphanumerical Keypad</li>
<li>40 Phonebook Entries</li>
<li>20 Call Logs</li>
<li>Adjustable Handset Volume</li>
</ul>",4309.5,INGL3016.jpg,INGL3015 INGL3014 INGL3017 INGL3018
INGL3017,Home & Kitchen,Home Appliances,Gigaset,GIGASET SL910 TOUCH SCREEN,"<p>The Gigaset SL910 is our first home phone with an intuitive, full-touch user interface on a large, 3,2” touchscreen. With its elegant, high-quality metal handset frame and charger, and advanced technology, it is both beautiful and highly functional. Your next home phone may just be the most sophisticated yet easy to use you’ve ever experienced.</p>",,19227,INGL3017.jpg,INGL3015 INGL3016 INGL3014 INGL3018
INGL3018,Home & Kitchen,Home Appliances,Gigaset,Gigaset DA210 Corded Landline Phone,,"<ul>
<li>Corded Phone</li>
<li>Alphanumeric Keypad</li>
<li>10 Speed Dial Entries</li>
<li>Wall Mountable</li>
<li>Adjustable Handset Volume</li>
<li>Flash Support</li>
<li>Recall Key</li>
</ul>",1055.7,INGL3018.jpg,INGL3015 INGL3016 INGL3017 INGL3014
INGL3025,Travel,Luggage,American Tourister,American Tourister Smart Spinner 55cm,,"<ul>
<li>Made from strong and attractive fabric</li>
<li>Fixed combination lock for security</li>
<li>Push button trolley for ease in height adjustment</li>
<li>Packing straps inside for neatly packing the clothes</li>
<li>Newspaper pocket on the side</li>
<li>2 pockets on front panel including one quick access pocket for carrying travel accessories</li>
</ul>",5100,INGL3025.jpg,INGL3028 INGL3029 INGL3108 INGL3900
INGL3026,Travel,Bags & Backpacks,American Tourister,American Tourister Activair Lap B'Case M,,"<ul>
<li>2 gussets + laptop  pocket </li>
<li>Organizer </li>
<li>Detachable shoulder  Strap </li>
<li>Smart sleeve</li>
</ul>",2228.7,INGL3026.jpg,INGL3027 INGL3030 INGL3031 INGL3032
INGL3027,Travel,Bags & Backpacks,American Tourister,AMERICAN TOURISTER ACTIVAIR LAP PORTFOLIO M,,"<ul>
  <li>Laptop compartment <br />
  </li>
  <li>Organizer <br />
  </li>
  <li>Detachable shoulder strap <br />
  </li>
  <li>Smart sleeve </li>
</ul>",1917.6,INGL3027.jpg,INGL3026 INGL3030 INGL3031 INGL3032
INGL3028,Travel,Luggage,American Tourister,AMERICAN TOURISTER FORCE PLUS ROLLING TOTE,,"<ul>
  <li>Made of Nylon Polyester mix <br />
  </li>
  <li>2 gussets<br />
  </li>
  <li>Laptop pocket<br />
  </li>
  <li>Organizer<br />
  </li>
</ul>",6681,INGL3028.jpg,INGL3025 INGL3029 INGL3108 INGL3900
INGL3029,Travel,Luggage,American Tourister,AMERICAN TOURISTER GENIUZ ROLLING TOTE,,"<ul>
  <li>Glamorous Tricor Fabric<br />
  </li>
  <li>Zip off briefcase<br />
  </li>
  <li>3 compartment + quick access pocket<br />
  </li>
  <li>Front pocket with comprehensive organisation<br />
  </li>
  <li>Document divider + laptop sleeve<br />
  </li>
  <li>Main compartment with huge capacity<br />
  </li>
  <li>Mono tube with yellow push button trolley<br />
  </li>
  <li>Smart sleeve<br />
  </li>
  <li>TSA padded lock</li>
</ul>",8466,INGL3029.jpg,INGL3028 INGL3025 INGL3108 INGL3900
INGL3030,Travel,Bags & Backpacks,American Tourister,American Tourister X-BAG TRAVEL1 DUFFEL,"<p>He is labelled as the vagabond who owns a Mercedes; money never came to him easy, he sacrificed his youth and sweat for where he stands right now. After all those years of slogging, he wants to live for himself. With American Tourister X Bag Travel 1 25.5 inch Duffel Bag Unisex in his one hand and the map of map of India in the other he is deciding where he wants to head. When his girlfriend tried to stop him, he bought her this duffel bag too, as it is unisex and asked her to go travel.</p>","<ul>
<li>Poly Nylon Material</li>
<li>Zipper Closure</li>
<li>1 Compartment</li>
<li>3 Pockets</li>
</ul>",1581,INGL3030.jpg,INGL3027 INGL3026 INGL3031 INGL3032
INGL3031,Travel,Bags & Backpacks,American Tourister,American Tourister X-BAG CASUAL 2 DUFFEL,"<p>Whether it’s a dangerous trail or a deep canyon, he has been there all. He lives in a world which is distant from clutter and noise. What satisfies him the most is not a large spread of continental food or a exotic holiday but a trip to the countryside. Accompanying him through all these journeys is the American Tourister X Bag Casual 2 25.5 inch Duffel Bag – Unisex. His best friend borrows this bag from him when she is heading for her refreshing outings as it can be used by both men and women.</p>",,1530,INGL3031.jpg,INGL3027 INGL3030 INGL3026 INGL3032
INGL3032,Travel,Bags & Backpacks,American Tourister,American Tourister X-BAGS TRAVEL2 DUFF 65CM BLACK,,"<ul>
  <li>Made of premium Polynylon fabric <br />
  </li>
  <li>Main compartment with lockable pullers<br />
  </li>
  <li>Spacious front &  side pockets for multiple organisation<br />
  </li>
  <li>Soft padded handle strap for ease of carrying<br />
  </li>
  <li>Adjustable shoulder strap with rest pad<br />
  </li>
  <li>U shaped opening for stress free packing<br />
  </li>
  <li>12 months warranty</li>
</ul>",1749.3,INGL3032.jpg,INGL3027 INGL3030 INGL3031 INGL3026
INGL3033,Home & Kitchen,Home Appliances,Eveready,Eveready Rechargable Fan with LED Light RF-01,"<p>When power fails this maintenance-free Eveready Rechargeable Fan with LED Light will be your companion. With 150mm fan sweep and up to 90 degree of adjustable air throw direction, it will keep you cool. It features 16 LED bright white glare free light. The LED light and fan are automatically switched on during power failure. It has an adjustable fan head with two speed modes. It also boasts of a maintenance free long life battery that comes with deep discharge and overcharge protection.</p>",,2223.6,INGL3033.jpg,INGL3034 INGL3035 INGL3038 INGL3067
INGL3034,Home & Kitchen,Home Appliances,Eveready,Eveready Emergency Rechargeable Light HL-51,,"<ul>
<li>Separate Switch for LED Torch and Deep Discharge Protection</li>
<li>Sturd Plastic Body and Handle for Ease of Use</li>
<li>Equipped with 30 LEDs</li>
<li>Light Output of 16 hrs</li>
<li>Built-in Deep Discharge and Overcharge Protection</li>
<li>Two Levels of Bright White Light - 20 and 40 LED's</li>
<li>Maintenance Free Rechargeable Light with Charging Indicator</li>
<li>Automatically Lights up in the Event of Power Failure</li>
</ul>",1514.7,INGL3034.jpg,INGL3033 INGL3035 INGL3038 INGL3067
INGL3035,Home & Kitchen,Home Appliances,Eveready,Eveready Study Lamp SL-01,,"<ul>
<li>7.5 hrs Operating Time</li>
<li>7 hrs Charging Time</li>
<li>3 LEDs</li>
<li>LED</li>
<li>Overcharge Protection</li>
</ul>",1683,INGL3035.jpg,INGL3034 INGL3033 INGL3038 INGL3067
INGL3037,Travel,Accessories,Bosch,Bosch - Skil 9 LED Glow Ring Flashlights Office Set,,"<ul>
<li>Keep yourself well-equipped to tackle and fix all your problems 9 LED glow ring flashlight</li>
<li>9 LED super bright flashlight</li>
<li>Has a glow in dark ring</li>
<li>Charges with natural or artificial light in minutes</li>
</ul>",355.98,INGL3037.jpg,INGL3112 INGL3114 INGL3191 INGL3192
INGL3038,Home & Kitchen,Home Appliances,Bosch,Bosch - Skil Mini Multi Tool Keychain Office Set,"<p>Multi-tool kits are easy to use and come in handy when calamity strikes us. You can now have your own multi-tool kit as Bosch brings to you this<strong> Skil Mini Multi Tool Keychain Office Set (Red and Black)</strong>. This well-designed multi-tool kit comes in a blister pack for your convenience.<br />This all in one compact multi-tool set comes with a<strong> stainless steel blade</strong> which you can use to cut objects. If you go on a camping trip, this mini multi-tool kit will definitely be beneficial for your needs.</p>","<ul>
<li>Long Nose Pliers</li>
<li>All in One Keychain</li>
<li>Precision Screwdrivers</li>
<li>Ideal for Office and Household Application</li>
</ul>",404.94,INGL3038.jpg,INGL3034 INGL3035 INGL3033 INGL3067
INGL3047,Gift Vouchers,,PVR,PVR Gift Voucher worth INR 100,"<p>PVR pioneered the multiplex revolution in the country by establishing the first multiplex cinema in 1997 at Saket, New Delhi. The opening of the first multiplex heralded a new era in the Indian cinema viewing experience and which also changed the industry forever. From then on PVR initiated many path breaking innovations in the industry from launching in Bangalore the largest 11 screen multiplex in the country in 2004 to introducing Gold Class Cinema.</p>
<p>To ramp up presence across the retail entertainment landscape, PVR entered into a JV with Major Cineplex Group in 2008, a leading Film exhibition and retail entertainment company based out of Thailand, to bring lifestyle entertainment concepts to Indian consumers. The Joint Venture enjoined setting up of bowling alleys, karaoke centers, ice skating rinks and gaming zones across the country to enhance the out of home entertainment experience for Indian consumers.</p>","<ul>
  <li>The value stored on Voucher has a validity period of 90 days from the date of activation.<br />
  </li>
  <li>Voucher i s only valid for use at any PVR Cinemas box office, candy bar &  online<br />
  </li>
  <li>Voucher does not guarantee seating and ticket availability<br />
  </li>
  <li>Voucher cannot b e exchanged for cash<br />
  </li>
  <li>Voucher is not replaceable if lost and PVR shall be intimated immediately on loss.<br />
  </li>
  <li>No refund will be made for any lost gift cards and no revalidation is allowed for expired gift cards.<br />
  </li>
  <li>PVR gift cards cannot be purchased using movie Vouchers or any credit card promotion<br />
  </li>
  <li>Voucher does not allow any top up<br />
  </li>
  <li>The gift card is a property of PVR and sale of card shall be subject to availability<br />
  </li>
  <li>All disputes are subject to jurisdiction of courts of Delhi only and would be governed by the laws of India<br />
  </li>
  <li>Any unused value cannot be refunded for cash<br />
  </li>
  <li>Voucher can be used to pay for tickets booked online (including surcharge)<br />
  </li>
  <li>No refund of cash will be made for any items purchased with the gift card<br />
  </li>
  <li>Voucher can only be used for movie tickets and candy bar purchases<br />
  </li>
  <li>It cannot be used to purchase movie Vouchers and candy bar Vouchers.<br />
  </li>
  <li>Enquiry on card expiry and/or unused value of the card (balance value) can be made at any PVR Cinemas and online<br />
  </li>
  <li>The cardholder shall not under any circumstances hold PVR Cinemas liable for any losses or damages arising directly or indirectly from Voucher program.</li>
  <li>Store Locations: Ahmedabad, Allahabad, Aurangabad, Bengaluru, Chandigarh, Chennai, Delhi, Faridabad, Ghaziabad, Gurgaon, Hyderabad, Indore, Latur, Lucknow, Ludhiana, Mumbai, Raipur, Surat, Udaipur, Vadodara</li>
</ul>",102,INGL3047.jpg,INGL3051 INGL3577 INGL3578
INGL3051,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 50,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",51,INGL3051.jpg,INGL3047 INGL3577 INGL3578
INGL3577,Gift Vouchers,,Flipkart,Flipkart e-voucher worth INR 250,"<p>Flipkart is a leading destination for online shopping in India, offering some of the best prices and a completely hassle-free experience with options of paying through Cash on Delivery, Debit Card, Credit Card and Net Banking processed through secure and trusted gateways.</p>
<p>Now shop for your favourite books, apparel, footwear, lifestyle accessories, baby care products, toys, posters, sports and fitness, mobile phones, laptops, cameras, movies, music, health and beauty, televisions, refrigerators, air-conditioners, washing machines, MP3 players and products from a host of other categories available.</p>
<p>Flipkart Gift Vouchers will give the receipient an access to some of the top selling electronic brands on the website like Samsung, HTC, Nokia, Dell, HP, Sony, Canon, Nikon, LG, Toshiba, Philips, Braun, Bajaj and Morphy Richards. One can browse through the cool lifestyle accessories, apparel and footwear brands featured on their site with expert descriptions to help you arrive at the right buying decision.</p>
<p>Flipkart also offers free home delivery for many of their products along with easy interest-free EMI options. And with the 30-day replacement guarantee, you live with no regrets; you can always exchange or cancel your order if you wish to. Get the best prices and the best online shopping experience every time, guaranteed.</p>","<ul>
  <li>The e-Gift Voucher can only be redeemed on the Flipkart.com website only against WS Retail   seller<br />
  </li>
  <li>Vouchers cannot be used to purchase other e-Gift Vouchers.<br />
  </li>
  <li>If the order value exceeds the e-Gift Voucher amount, the balance must be paid by Credit Card / Debit Card / Internet Banking.<br />
  </li>
  <li>If the order value is less than the amount of the voucher, the outstanding balance (after deduction of order value) will reflect under the same e-Gift Voucher.<br />
  </li>
  <li>Vouchers and unused balance of e-Gift Vouchers expire 1 year from the date of issue.<br />
    e-Gift Vouchers cannot be redeemed for Cash or Credit but are transferable.<br />
  </li>
  <li>Flipkart.com is not responsible if voucher is lost, stolen or used without permission.<br />
  </li>
  <li>You can combine and use a maximum of 3 vouchers per order. They can be combined with promotional codes.</li>
</ul>",252.96,INGL3577.jpg,INGL3051 INGL3047 INGL3578
